realDonaldTrump,"""@trumplican2016: @realDonaldTrump @DavidWohl stay the course mr trump your message is resonating with the PEOPLE"""
HillaryClinton,“This guy doesn’t care about the middle class...he doesn’t understand it. He doesn’t have a clue.” —@JoeBiden on Donald Trump
realDonaldTrump,".@DRUDGE_REPORT's First Presidential Debate Poll:
Trump: 80%
Clinton: 20%
Join the MOVEMENT today &amp; lets #MAGA!… https://t.co/B12lgC97tn"
HillaryClinton,"If Trump had his way, the federal minimum wage would be $0. https://t.co/gVa1Mlrj3X"
realDonaldTrump,Making a big speech in Alabama today. So many people we had to move to a football stadium! Come and join us!
HillaryClinton,La lucha por la cobertura médica a bajo costo lleva más de medio siglo y Hillary ha sido una líder por décadas. https://t.co/GVcn5EnO42
realDonaldTrump,"Ted Cruz poll numbers are down big. Because he was born in Canada and was, until recently, a Canadian citizen, many believe he cannot run!"
realDonaldTrump,I will be on @oreillyfactor at 8:00 P.M. Enjoy!
HillaryClinton,"“While Trump talks and talks and talks, Hillary does stuff. She fights for us on the big issues.”—@JerryBrownGov #DemsInPhilly"
HillaryClinton,"""She gives us hope for the future. She's our girl.""  —Roxie, co-owner of @MercersDairy, on Hillary https://t.co/s5zyaOBLXB"
realDonaldTrump,"Crooked Hillary Clinton was not at all loyal to the person in her rigged system that pushed her over the top, DWS. Too bad Bernie flamed out"
realDonaldTrump,I will be on FOX with the great @JudgeJeanine tonight at 9pm EST! Enjoy! #Trump2016
HillaryClinton,"What does it say about a presidential candidate when he consistently showers praise on brutal dictators?
https://t.co/YFVXJlpnIt"
realDonaldTrump,Thank you for your interest &amp; support during last nights #GOPDebate! #IACaucus finder: https://t.co/ANvTcZqfOq https://t.co/yadQiPC49g
HillaryClinton,"""What he did here in Atlantic City is exactly what he’ll do if he wins in November."" —Hillary on @realDonaldTrump: https://t.co/d03oF9Ur0W"
realDonaldTrump,(1/2) Time Magazine has me on the cover this week. David Von Drehle has written one of the best stories I have ever had.
HillaryClinton,Imagine how you'll feel the day after the election if we haven't joined together to chart a course of optimism. https://t.co/tTgeqxNqYm
HillaryClinton,Let's win this nomination. Chip in $3 to let Hillary know you've got her back all the way to the White House: https://t.co/xe2HwRD6EN
realDonaldTrump,"Wow, Ted Cruz got booed off the stage, didn't honor the pledge! I saw his speech two hours early but let him speak anyway. No big deal!"
HillaryClinton,".@NYTimes on Hillary: ""One of the most broadly and deeply qualified presidential candidates in modern history."" https://t.co/UMtPYHminz"
HillaryClinton,"Live from Miami: Hillary takes the stage in her first appearance with her running mate, @TimKaine → https://t.co/9CipfTScI9"
HillaryClinton,"Cheryl's husband died serving our country. 

Trump's company scammed her out of money she needed for her family. https://t.co/gfMeiJZ3DW"
HillaryClinton,"Estamos al borde de un momento histórico, pero todavía tenemos trabajo que hacer. 

Sigamos luchando por cada voto: https://t.co/Z9i6JSIBRV"
realDonaldTrump,"Just announced that as many as 5000 ISIS fighters have infiltrated Europe. Also, many in U.S.  I TOLD YOU SO! I alone can fix this problem!"
realDonaldTrump,"""@michaelG4NY: new @nbcnews WSJ poll shows @realDonaldTrump pulling ahead of @tedcruz in #Iowa. https://t.co/18ktk7IZUd""  Great!"
realDonaldTrump,"Just out Nevada poll shows Jeb Bush at 1%, he should take his dumb mouthpiece, @LindseyGrahamSC, and just go home."
HillaryClinton,"When we work together, we will trump hate. https://t.co/tTgeqxNqYm"
HillaryClinton,"We’re stronger together. When we embrace immigrants, not denigrate them. When we build bridges, not walls."
HillaryClinton,Happy #WomensEqualityDay from @realDonaldTrump. https://t.co/YfUdtygL4h
realDonaldTrump,Landing in Phoenix now. Tomorrow's events will be amazing! #Trump2016
HillaryClinton,".@realdonaldtrump: Attacking Muslim Americans is wrong, and it makes it harder for us to defeat terrorism. https://t.co/6aqz2PLKL2"
realDonaldTrump,#MakeAmericaGreatAgain #Trump2016  https://t.co/l5TyL8U4e8
HillaryClinton,Follow along as @POTUS takes over Hillary's Instagram account on the trail in Charlotte: https://t.co/N09gfgmFmN https://t.co/CWgmdbce11
realDonaldTrump,"The Wikileaks e-mail release today was so bad to Sanders that it will make it impossible for him to support her, unless he is a fraud!"
realDonaldTrump,So much interest in my visit to Scotland! I greatly look forward to attending the opening event @TrumpTurnberry- taking place on June 24th.
HillaryClinton,It’s time to demand more than thoughts and prayers from our elected officials. https://t.co/LGl3QkhGAI #DisarmHate https://t.co/ehqCXheGqP
HillaryClinton,.@TimKaine's guiding principle: the belief that you can make a difference through public service. https://t.co/YopSUeMqOX
realDonaldTrump,MAKE AMERICA GREAT AGAIN!
HillaryClinton,"""I can’t think of any better person to have by my side on the campaign trail and in the White House."" —Hillary"
realDonaldTrump,"I only wish my wonderful father, Fred, gave me $200 million to start my business like lightweight Rubio says. He didn't - total fabrication!"
realDonaldTrump,"""@realDonaldTrump hits new heights in national poll at 41%"" https://t.co/1Tzszrkh4j"
HillaryClinton,"""We have to reject and stand up against the appeals to the kind of bigotry...that we see from Trump’s campaign."" —Hillary #NABJNAHJ16"
HillaryClinton,"The fact that Trump's answer to a question about racial injustice is just ""we need law and order"" pretty much says it all. #debatenight"
HillaryClinton,"Imagine Trump sitting in the Oval Office the next time America faces a crisis.

Imagine him in charge, with your job and savings at stake."
HillaryClinton,"""I’m going to close my campaign the way I began my career...focused on opportunities for kids and fairness for families."" —Hillary"
HillaryClinton,"""I believe in being firm but wise with our rivals—finding common ground where we can and standing our ground when we must."" —Hillary"
realDonaldTrump,"15K in OK! Had to turn away 5k, but we are coming back soon to take care of them! So much love in the crowd! Thanks! https://t.co/XsOeREiYuA"
realDonaldTrump,"Numerous polls have me beating Hillary Clinton. In a race with her, voter turnout will be the highest in U.S. history-I get most new voters!"
HillaryClinton,Families across America are feeling the strain from prescription drug price-gouging. Here's how we'll take this on: https://t.co/FOTswQ6lXT
realDonaldTrump,.@SanDiegoPD- Fantastic job on handling the thugs who tried to disrupt our very peaceful and well attended rally. Greatly appreciated!
HillaryClinton,"Alton and Philando's deaths are the latest in a long, painful litany of African Americans killed in police incidents—123 so far this year."
HillaryClinton,Tune in to watch Hillary speak live with the @NABJ and the @NAHJ: https://t.co/nNYrAM60IC
realDonaldTrump,"Thank you OHIO! #TrumpPence16
https://t.co/NOF9Td9BHs https://t.co/WPMBkYjuIm"
realDonaldTrump,"The writer of the now proven false story in the @nytimes, Michael Barbaro, who was interviewed on CBS this morning, was unable to respond."
HillaryClinton,"""We don’t turn against each other—no, we listen to each other. We lean on each other because we are always stronger together."" —@FLOTUS"
realDonaldTrump,Hillary Clinton is being badly criticized for her poor performance in answering questions. Let us all see what happens!
HillaryClinton,None of us can sit back while the epidemic of gun violence ravages our country. https://t.co/PSLPh3Ihnt
HillaryClinton,"""I am pleased to second the nomination for Hillary Clinton as the party candidate for president!” —@RepJohnLewis https://t.co/OyQiGe0Snw"
realDonaldTrump,".@WSJ is bad at math. The good news is, nobody cares what they say in their editorials anymore, especially me!"
HillaryClinton,"""Hillary will make us stronger together. You know it because she’s spent a lifetime doing it."" —@BillClinton https://t.co/U0y83WGCr2"
realDonaldTrump,"I havn't seen @tonyschwartz in many years, he hardly knows me. Never liked his style. Super lib, Crooked H supporter. Irrelevant dope!"
realDonaldTrump,Thank you! #AmericaFirst https://t.co/MYG45LxGmH
realDonaldTrump,"Just arrived in New Hampshire. Thank you to all of my supporters!
#MakeAmericaGreatAgain #Trump2016 https://t.co/KSguIhkIwa"
HillaryClinton,"“Tonight, we will shatter that glass ceiling again.” —@RepJohnLewis on nominating Hillary for president #DemsInPhilly"
HillaryClinton,"We have to stand up to this hate.

We have to send a clear message: 
America is better than this.
America is better than Donald Trump."
HillaryClinton,Glad to see that the Justice Department is ending the use of private prisons. This is the right step forward. -H https://t.co/5IxHvGULtR
realDonaldTrump,"New National GOP Zogby Poll
#MakeAmericaGreatAgain #Trump2016
https://t.co/Ma6OABMYpF https://t.co/evqFrWKBD1"
HillaryClinton,"“Let us not grow weary in doing good, for in due season, we shall reap, if we do not lose heart.” —Galatians 6:9"
realDonaldTrump,I will bring jobs back and get wages up. People haven't had a real wage increase in almost twenty years. Clinton killed jobs!
HillaryClinton,"Trump says, “I love playing with debt.” Someone should tell him our economy isn’t a game. https://t.co/CoTyTjMvS6"
HillaryClinton,What @POTUS said. https://t.co/5ReWX7DISf
HillaryClinton,"We have a responsibility to fight for the next generation. All of us. #TBT
https://t.co/p4FcuCcVmW"
realDonaldTrump,"If I would have done the last debate, a record would have been set (instead of the poor ratings recieved). Also, VETS got $6,000,000."
HillaryClinton,".@TimKaine takes the mic in the latest episode of With Her, the official campaign podcast. Subscribe &amp; listen here: https://t.co/IIzDVOt3r4"
realDonaldTrump,A suggestion for the dishonest media- https://t.co/zKyRwEaLmz
HillaryClinton,"“This one’s for you, Hill.” #WeMadeHistory https://t.co/Iq24zuhybS"
realDonaldTrump,"Bernie Sanders says that Hillary Clinton is unqualified to be president. Based on her decision making ability, I can go along with that!"
HillaryClinton,We don’t need a president who thinks only married people deserve paid leave and only mothers ever stay home with the kids.
realDonaldTrump,Philly FOP Chief On Presidential Endorsement: Clinton ‘Blew The Police Off' https://t.co/ATBY343pS1
HillaryClinton,"Your courage is inspiring, Mrs. Khan—and you’re right. https://t.co/wWrx9f65o0"
HillaryClinton,"When a man is sued for discriminating against black tenants &amp; pushes birtherism, he's giving you an idea of what kind of president he'd be."
HillaryClinton,"To our volunteers, organizers, and supporters who worked your hearts out in New York: This is your win. Thank you. https://t.co/sL5qKZgA8j"
HillaryClinton,Ever notice the politicians who oppose birth control and abortion also oppose policies that make it easier to raise a child—like paid leave?
realDonaldTrump,Pennsylvania: Cast your vote for Trump for POTUS &amp; ALSO vote for the TRUMP DELEGATES in your congressional district! https://t.co/1utaLLMfUa
HillaryClinton,"Thank you, @JoeBiden. https://t.co/z1Jb6CrtzH"
HillaryClinton,“There is no reason to feel helpless about the horrifying trajectory of cascading massacres…We can change this.” —@ChrisMurphyCT
realDonaldTrump,"Nancy Reagan, the wife of a truly great President, was an amazing woman. She will be missed!"
HillaryClinton,"House Republicans may have cut the cameras, but they can't cut off our voices. We have to act on gun violence. -H https://t.co/lAj28YZDLY"
realDonaldTrump,"""@Tuggers56: @PMgeezer Hillary is so afraid of him. The GOP is afraid of him. The American people embrace him! Let's elect him,  DonaldTrump"
realDonaldTrump,Crooked Hillary can't even close the deal with Bernie - and the Dems have it rigged in favor of Hillary. Four more years of this? No way!
HillaryClinton,"That time Donald Trump introduced his running mate...sort of.
https://t.co/uJR7U53Cee"
realDonaldTrump,I love being in South Carolina. We are leading big in all of the State polls - Saturday is a BIG day. MAKE AMERICA GREAT AGAIN!
HillaryClinton,"Conoce cómo Hillary ha luchado durante varias décadas por las familias, mujeres y niños. https://t.co/UsOmgcNCJa https://t.co/OqKQnk6EYv"
HillaryClinton,Some on the other side may say our best days are behind us. Let's prove them wrong. https://t.co/wiWY8WUVIh
realDonaldTrump,Prayers and condolences to all of the families who are so thoroughly devastated by the horrors we are all watching take place in our country
HillaryClinton,"“What I’ve laid out is a path forward that will keep us safer...and go after the terrorists to finally destroy them"" https://t.co/tWWEMx0T9s"
realDonaldTrump,The very dishonest @NBCNews refuses to accept the fact that I have forgiven my $50 million loan to my campaign. Done deal!
HillaryClinton,Trump es el presunto nominado del Partido Republicano. No podemos dejar que su retórica odiosa y peligrosa se acerque a la Casa Blanca.
HillaryClinton,"Trump stood by his proposed Muslim ban just last week. Now he's trying to backpedal. Don't let him.
https://t.co/rILrbZpIrJ"
HillaryClinton,"We need ideas, not insults. Plans, not paranoia.

We can’t let @POTUS's legacy fall into the hands of someone who doesn’t understand that."
HillaryClinton,"When Ruline was born in 1913, women couldn't vote.

In 2016, she'll cast her vote to elect the 1st woman president. https://t.co/QSCZI7JbrV"
realDonaldTrump,"Thank you Rep. @CynthiaLummis!
https://t.co/4S4pnx4Q6r https://t.co/PLUKlsPXPR"
HillaryClinton,Closely monitoring the flooding in Louisiana &amp; Mississippi. The @RedCross is helping displaced families in need: https://t.co/sSYTbQMndP -H
realDonaldTrump,I will be interviewed on @foxandfriends at 7:00 A.M. Enjoy!
realDonaldTrump,"""@newtgingrich: #NYPrimary turned Trump from frontrunner into presumptive #GOP nominee https://t.co/oLC7mGgnZ9 https://t.co/iNolBfFFRF"""
HillaryClinton,"""We are the United States of America.
We will not falter or fail.
We will not retreat or surrender."" —@CoryBooker #DemsInPhilly"
realDonaldTrump,"The Ted Cruz wiseguy apology to the people of New York is a disgrace. Remember, his wife's employer, and his lender, is located there!"
HillaryClinton,"There's a lot more that unites us than divides us.
https://t.co/DLS4wsovcL"
realDonaldTrump,"Read my full statement here on the Supreme Court's executive amnesty decision #imwithyou 
https://t.co/sb1Ag1Eb27"
HillaryClinton,"""I want you to know that I see you, and I’m with you."" —Hillary to the Latino community at @CHCI https://t.co/t2F93Ml785"
realDonaldTrump,"Crime is out of control, and rapidly getting worse. Look what is going on in Chicago and our inner cities. Not good!"
HillaryClinton,It's a simple idea: Those who have benefited the most from our economy should pay their fair share in taxes. https://t.co/2nSFZtgYFJ
realDonaldTrump,"The dishonest media is fawning over the Democratic Convention. I wonder why, then, my speech had millions of more viewers than Crooked H?"
HillaryClinton,Today's Senate vote is a necessary step to combat the spread of Zika—but it's not enough. Republicans in Congress should fully fund this. -H
realDonaldTrump,"Katie Couric, the third rate reporter, who has been largely forgotten, should be ashamed of herself for the fraudulent editing of her doc."
HillaryClinton,Hillary's statement on the shooting in Baton Rouge. https://t.co/4a0MVF3025
realDonaldTrump,"For the 1st time in American history, America’s 16,500 border patrol agents have issue a presidential primary endorsement—me! Thank you."
realDonaldTrump,"Ohio had the biggest budget increase in the U.S. If it were not for striking oil, they would be bust! Governor Kasich in favor of TPP fraud!"
HillaryClinton,"¿Crees que cuando sea presidenta, le van a pagar lo mismo que le pagarían si fuera un hombre?
https://t.co/ECFQYKscyO"
HillaryClinton,"Chip in to keep Donald Trump, Mike Pence, and their extreme agenda out of the White House: https://t.co/7rBBdqe31P"
HillaryClinton,We cannot put the security of our children and grandchildren in Donald Trump’s hands. We cannot let him roll the dice with America.
HillaryClinton,"They may be too young to vote, but these supporters are making their voices heard. https://t.co/LHYz7Jknhg"
realDonaldTrump,It is only the people that were never asked to be VP that tell the press that they will not take the position.
realDonaldTrump,Top 50 Facts About Crooked Hillary Clinton From Trump 'Stakes Of The Election' Address: https://t.co/lfUdXYnsgJ
HillaryClinton,FACT: Donald Trump used his charitable foundation to purchase *multiple* six-foot-tall paintings of himself. https://t.co/tDeBH37w7h
HillaryClinton,Text CONGRATS to 47246 to tell Hillary you're with her tonight. https://t.co/ZBQ6wKlCPr
HillaryClinton,We need to make sure every American has high-speed internet access. And we will: https://t.co/jAszaFw1t3 https://t.co/fPOueqdTba
realDonaldTrump,Shows how weak and desperate Lyin' Ted is when he has to team up with a guy who openly can't stand him and is only 1 win and 38 losses.
realDonaldTrump,"As usual, Hillary &amp; the Dems are trying to rig the debates so 2 are up against major NFL games. Same as last time w/ Bernie. Unacceptable!"
realDonaldTrump,"On my way to Cedar Falls, Iowa, now. Will be great--I love the people of Iowa!"
HillaryClinton,We're not going to round up millions of immigrants and deport them—no matter how many times Trump says he wants to. https://t.co/HzFWUT1XFl
HillaryClinton,"With five million lives on the line, SCOTUS should grant DOJ's petition to rehear U.S. v. Texas. Let's keep immigrant families together. -H"
HillaryClinton,"“As of tomorrow, we have 100 days to make our case to America. 

So what better place to kick off this campaign than where it all started?"""
HillaryClinton,We're not going to turn back the clock on progress. https://t.co/U3IZJ2lmEW
realDonaldTrump,Why does the liberal media think Bill O'Reilly  (@oreillyfactor) is a complete and total vulgarian? I don't think so!
realDonaldTrump,"After @TrumpScotland, I will visit @TrumpDoonbeg in Ireland, the magnificent resort fronting on the Atlantic Ocean."
HillaryClinton,"""Hillary believes that racism, hatred, injustice, and bigotry have no place in our country."" —@ElizabethforMA
https://t.co/OK5UueAaZn"
realDonaldTrump,Full transcript of economic plan- delivered to the Economic Club of New York. #MAGA https://t.co/xiu9AUiSSD https://t.co/Fsy1diPWjU
realDonaldTrump,"Amazing that while I lead by big numbers in the new Q and and USA Today polls, the the press only wants to report on the phony WSJ/NBC poll."
realDonaldTrump,"Why would anyone in Kentucky listen to failed presidential candidate Rand Paul re: caucus. Made a fool of himself (1%.)
KY his 2nd choice!"
realDonaldTrump,Lying #Ted Cruz just (on election day) came out with a sneak and sleazy Robocall. He holds up the Bible but in fact is a true lowlife pol!
HillaryClinton,"2,016 and counting: We're reading thousands of lawsuits involving @realDonaldTrump live on Facebook. https://t.co/uEDYLIKkFk"
realDonaldTrump,.@pastormarkburns You were great last night and we all very much appreciate it! Thank you!
HillaryClinton,Donald Trump may live in his own reality—but we've got his own words right here. Check them out: https://t.co/NLPH8sbAGn #debatenight
realDonaldTrump,"A great afternoon in Tampa, Florida. Thank you! #TrumpPence16 https://t.co/K5MBAcnfR1"
HillaryClinton,Donald Trump wants to eliminate the estate tax. Doing so could save his family $4 billion and 99.8% of families $0. https://t.co/iEjXi24GGR
HillaryClinton,"""Quiero que tú ayudes a elegirla nuestra próxima Presidenta de los Estados Unidos”—Obama. https://t.co/afIzmJR7Jp"
realDonaldTrump,Lynne Ryan -- just read your great story in the NY Times -- I am proud of you. Thanks! https://t.co/zVmhYsd4ir
realDonaldTrump,"""@SandraR677582: @FLTrumpTeam Florida starts early voting on March 5 extending to March 15. Absentee ballots have been sent out! #Trump2016"""
realDonaldTrump,"I hope that Crooked Hillary picks Goofy Elizabeth Warren, sometimes referred to as Pocahontas, as her V.P. Then we can litigate her fraud!"
realDonaldTrump,"""@ScotMReed: No matter what liar sleazeball @rickwtyler says about @tedcruz in Tennessee. We have early voting and @realDonaldTrump has won."
realDonaldTrump,"I will be meeting with the NRA, who has endorsed me, about not allowing people on the terrorist watch list, or the no fly list, to buy guns."
HillaryClinton,"""Through all these years of public service, the 'service' part has always come easier to me than the 'public' part."" —Hillary"
realDonaldTrump,I was at @FoxNews and met Juan Williams in passing.  He asked if he could have pictures taken with me. I said fine. He then trashes on air!
realDonaldTrump,"""@Gengm7: @jakeda @realDonaldTrump As of April this year, Hillary had spent $264,000,000 on her campaign Mr.Trump $55,000,000. self funding"""
realDonaldTrump,"#MakeAmericaGreatAgain #Trump2016
https://t.co/TvFgM4TqKj"
realDonaldTrump,"Everybody should boycott the @megynkelly show. Never worth watching. Always a hit on Trump! She is sick, &amp; the most overrated person on tv."
HillaryClinton,".@realDonaldTrump, only someone who’s never actually faced the consequences of his mistakes would brag, “I play with bankruptcy.”"
realDonaldTrump,"Totally unauthorized, do not pay. I am self funding my campaign! Notice has just been withdrawn. #Trump2016
#MakeAmericaGreatAgain"
realDonaldTrump,"""@realOllieTaylor:  Isn't it time we had a president? Let goofy Glen keep Canada Cruz who can't win. The American people have Trump!"""
realDonaldTrump,"Great POLL numbers are coming out all over. People don't want another four years of Obama, and Crooked Hillary would be even worse. #MAGA"
realDonaldTrump,"Cruz came to Mississippi, there was nobody there, he left the state. I had a rally in Madison, MS with 10,000! 
Thank you!"
realDonaldTrump,"Crooked Hillary Clinton is totally unfit to be our president-really bad judgement and a temperament, according to new book, which is a mess!"
realDonaldTrump,Good morning America! Thank you for all of your support in the latest Drudge poll! https://t.co/XDnixWnqwb https://t.co/yUTtLnALxy
HillaryClinton,"Just a few hours left to vote in the NY primary. Confirm your polling place, then head over: https://t.co/iwiO5B9eal https://t.co/RcH0H3ecRN"
realDonaldTrump,Heading to D.C. to see and hear ROLLING THUNDER. Amazing people that LOVE OUR COUNTRY. Great spirit!
realDonaldTrump,"Lindsey Graham is all over T.V., much like failed 47% candidate Mitt Romney. These nasty, angry, jealous  failures have ZERO credibility!"
HillaryClinton,"Your @GOP nominee for president has some thoughts on graphic design.
https://t.co/d2fZdgWK7E"
HillaryClinton,Donald Trump thinks Americans are being paid too much and has hired union-busting firms to break up organizing campaigns on his properties.
